id,gender,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
151,male,1.1781558,-0.13982452,-0.117212206,-0.4211831,-0.6087537,-0.23923662,0.16777922,0.40060842,0.118062496
152,male,1.2192874,-0.23837103,-0.2358406,-0.20139585,-0.63270295,-0.2643315,0.155481,0.5489681,0.14371693
153,male,1.1014473,-0.19764951,-0.090052254,-0.55720264,-0.60926026,-0.23563123,0.17258318,0.2718761,0.12750708
154,male,1.6136593,0.48770583,0.0072176955,-0.34853694,-0.5326344,-0.20307046,-0.01674457,0.5383344,-0.07974248
155,male,1.3342739,0.04641046,-0.09819032,-0.4084774,-0.5269262,-0.23840143,0.016500497,0.3397267,0.05384251
156,male,1.1711421,-0.014657384,-0.013923833,-0.5360861,-0.6820047,-0.2041726,0.30603817,0.48356348,0.08112962
157,male,1.7951646,0.5082979,-0.13751444,0.037549675,-0.4308093,-0.24080095,-0.15238951,0.6929638,-0.054024704
158,male,1.7951646,0.5082979,-0.13751444,0.037549675,-0.4308093,-0.24080095,-0.15238951,0.6929638,-0.054024704
159,male,1.2686266,0.013904852,-0.07292031,-0.3345506,-0.59722894,-0.22939025,0.18593028,0.50065625,0.11619088
160,male,1.2792011,0.08399985,-0.008175139,-0.5029076,-0.63248813,-0.21951671,0.13720894,0.36495608,0.08542883
161,male,1.5572762,0.43184733,0.023976391,-0.28482455,-0.5270932,-0.21055676,0.03839976,0.5241445,0.023120822
162,male,1.1836318,0.22811425,0.15272395,-0.693141,-0.701632,-0.15837008,0.40732637,0.5453615,0.013126111
163,male,0.9465184,-0.3513919,-0.07598462,-0.6760252,-0.7365713,-0.22563608,0.33490053,0.29422873,0.160972
164,male,1.6373718,0.6089648,0.07317216,-0.38568103,-0.51710343,-0.17566626,0.078122154,0.616927,-0.11592232
165,male,0.97070265,-0.38649073,-0.11326939,-0.64530617,-0.6756099,-0.24506074,0.21970047,0.17658144,0.18499649
166,male,1.8199761,0.5584074,-0.12066972,0.055197246,-0.4520167,-0.22896609,-0.086058415,0.77601415,-0.06615152
167,male,1.4512248,-0.029272286,-0.25082463,-0.047567945,-0.54220533,-0.2737165,-0.0069487863,0.5453324,0.11576289
168,male,1.6796936,0.5532173,-0.070832014,0.19657475,-0.61181307,-0.1821731,0.37153903,1.3524572,-0.069777355
169,male,1.4719614,0.10960513,-0.11475765,-0.32855344,-0.43126664,-0.27026397,-0.21099211,0.095346585,0.13010028
170,male,1.3809297,0.4124851,0.08124591,-0.21031038,-0.7164242,-0.15178603,0.55188215,1.1400566,-0.020451384
171,male,0.94540936,-0.38460872,-0.10971482,-0.515443,-0.7392203,-0.23862302,0.35525247,0.40807635,0.21141256
172,male,1.2502728,-0.009337705,-0.118561976,-0.11199961,-0.70570904,-0.20587687,0.49569306,0.9881624,0.099654086
173,male,1.5130775,0.70474774,0.21530364,-0.4849699,-0.6476753,-0.118844956,0.41961417,0.9209276,-0.1518099
