food_name,gender,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
나뚜루바닐라초코아몬드,male,0.2870763763851371,-0.3899986520914654,-0.1298472362309124,-0.187460267978285,0.8326098857505465,-0.5770841879764003,-0.33688158051616285,-0.14279755010699524,-0.059389452989693066
나뚜루바닐라클래식,male,0.4207669922595915,-0.4015151705936791,-0.12778580627788735,-0.18869386695472865,0.9004137108900894,-0.6423182679752367,-0.394162653067231,-0.18279142055952186,-0.09477887687004295
나뚜루스트로베리,male,0.012579317507659647,-0.2877489623352306,-0.07452985492513206,-0.07698004386979734,0.8327100664104183,-0.5111168936885848,-0.2788925240646589,-0.08601148947633898,-0.036053422531253876
나뚜루스트로베리치즈케이크,male,0.07783231003972513,-0.2945356667386097,-0.0716760528880814,-0.05115090636932201,0.795784308787744,-0.5138649954492017,-0.3077067877744663,-0.08495116269801316,-0.03183171322467007
나뚜루유자트리니티바,male,0.37910276896237777,-0.1841988140099587,-0.09825920048188246,-0.13085436190886138,0.7476780454137698,-0.5894534220247692,-0.3798805634989371,-0.18553678564925055,-0.13994310234432594
나뚜루제주녹차콘,male,0.058394964053454776,-0.17789708704304358,-0.12999030688785496,-0.1886046321269102,0.5462587463344656,-0.49112780204344936,-0.29726792126357476,-0.10107188057915663,-0.04712752313105344
나뚜루제주녹차쿠키바,male,0.27600069843872943,-0.18380326619143125,-0.1390354379098321,-0.22268816302204122,0.6286467105861729,-0.5696523918047645,-0.3587417082998741,-0.1794932721305006,-0.11847844986725883
나뚜루초코,male,0.053650597011265,-0.4126270568880513,-0.09311609038368177,-0.09571466300396249,0.8590935412518803,-0.5139411483638258,-0.28291603000291704,-0.06917257326133633,0.0052205754677325175
나뚜루초코퍼지브라우니,male,0.19645695256741127,-0.45206275666540713,-0.10867962052590978,-0.1285054454421997,0.8890530828128859,-0.5819921769090867,-0.33617673680962906,-0.052464204135905274,0.02636730880315437
나뚜루초코화이트쿠키바,male,0.4368044444144838,-0.07425394139814914,-0.16343887141061345,-0.297756896650797,0.5554499318922319,-0.5759455602671677,-0.3552667984446709,-0.22766337448726098,-0.1833908795813523
